KeyMonth	calendar_date	Country	Key	Local	ownerships	GCS NGK	GCS Counter 	GAP Capacity 20	GAP Capacity 30	Installed Capacity 20	Installed Capacity 30	Category	Classification Number	Screen Cases	Classification	Screens	Counter Participation	NGK Participation	Annual Ranking	Performance	Total GCS	Type of Store	Special Day Hour Order	Daypart Hour Description	Ownerships Order	RankingMonth	Year	Quarter	Month	Day
ECUADOR-ALB-01/04/2023	21/4/2023 00:00	ECUADOR	ECUADOR-ALB	ALB	A	36	6	-44	-84	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	14,29 %	85,71 %	443	9,00	42	FS	11	18:00 19:00	1	50	2023	Qtr 2	April	1
ECUADOR-DUR-01/04/2023	21/4/2023 00:00	ECUADOR	ECUADOR-DUR	DUR	A	10	14	-50	-80	60	90	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	3	58,33 %	41,67 %	423	3,33	24	FS	7	14:00 15:00	1	50	2023	Qtr 2	April	1
PERU-PAC-01/04/2023	21/4/2023 00:00	PERU	PERU-PAC	PAC	A	63	20	-17	-57	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	24,10 %	75,90 %	339	15,75	83	IS	16	23:00 00:00	1	50	2023	Qtr 2	April	1
URUGUAY-PDC-01/04/2023	21/4/2023 00:00	URUGUAY	URUGUAY-PDC	PDC	A	44	13	-76	-136	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	22,81 %	77,19 %	489	7,33	57	FS	14	13:00 14:00	1	50	2023	Qtr 2	April	1
PERU-PUR-01/04/2023	22/4/2023 00:00	PERU	PERU-PUR	PUR	A	47	15	-13	-43	60	90	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	24,19 %	75,81 %	50	15,67	62	FC	12	19:00 20:00	1	9	2023	Qtr 2	April	1
URUGUAY-CON-01/04/2023	22/4/2023 00:00	URUGUAY	URUGUAY-CON	CON	A	24	19	-56	-96	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	44,19 %	55,81 %	404	6,00	43	FS	13	12:00 13:00	1	50	2023	Qtr 2	April	1
URUGUAY-JBO-01/04/2023	22/4/2023 00:00	URUGUAY	URUGUAY-JBO	JBO	A	36	18	-84	-144	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	33,33 %	66,67 %	470	6,00	54	FS	14	13:00 14:00	1	50	2023	Qtr 2	April	1
COLOMBIA-ELE-01/04/2023	23/4/2023 00:00	COLOMBIA	COLOMBIA-ELE	ELE	A	28	11	-92	-152	120	180	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	28,21 %	71,79 %	234	4,67	39	MS	6	13:00 14:00	1	50	2023	Qtr 2	April	1
URUGUAY-LPS-01/04/2023	23/4/2023 00:00	URUGUAY	URUGUAY-LPS	LPS	A	50	1	-10	-40	60	90	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	1,96 %	98,04 %	521	16,67	51	MS	21	20:00 21:00	1	50	2023	Qtr 2	April	1
ECUADOR-SMR-01/04/2023	27/4/2023 00:00	ECUADOR	ECUADOR-SMR	SMR	A	34	4	-86	-146	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	10,53 %	89,47 %	743	5,67	38	FS	16	23:00 00:00	1	50	2023	Qtr 2	April	1
ECUADOR-SRF-01/04/2023	27/4/2023 00:00	ECUADOR	ECUADOR-SRF	SRF	A	25	7	-55	-95	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	21,88 %	78,13 %	437	6,25	32	FS	12	19:00 20:00	1	50	2023	Qtr 2	April	1
ECUADOR-MEC-01/04/2023	29/4/2023 00:00	ECUADOR	ECUADOR-MEC	MEC	A	65	9	25	5	40	60	6.Mas de 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	12,16 %	87,84 %	243	32,50	74	FC	10	17:00 18:00	1	50	2023	Qtr 2	April	1
ECUADOR-PRT-01/04/2023	29/4/2023 00:00	ECUADOR	ECUADOR-PRT	PRT	A	53	4	13	-7	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	7,02 %	92,98 %	308	26,50	57	FC	5	12:00 13:00	1	50	2023	Qtr 2	April	1
URUGUAY-PRO-01/04/2023	29/4/2023 00:00	URUGUAY	URUGUAY-PRO	PRO	A	71	19	-49	-109	120	180	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	21,11 %	78,89 %	313	11,83	90	FS	22	21:00 22:00	1	50	2023	Qtr 2	April	1
ECUADOR-MEC-01/04/2023	30/4/2023 00:00	ECUADOR	ECUADOR-MEC	MEC	A	52	39	12	-8	40	60	Between 20 and 30 GCs	2	with GCs and Screens	Locales falta NGK	2	42,86 %	57,14 %	50	26,00	91	FC	8	15:00 16:00	1	14	2023	Qtr 2	April	1
ECUADOR-MSO-01/04/2023	30/4/2023 00:00	ECUADOR	ECUADOR-MSO	MSO	A	63	19	-17	-57	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	23,17 %	76,83 %	478	15,75	82	MS	10	17:00 18:00	1	50	2023	Qtr 2	April	1
URUGUAY-ITL-01/04/2023	30/4/2023 00:00	URUGUAY	URUGUAY-ITL	ITL	A	39	4	-41	-81	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	9,30 %	90,70 %	440	9,75	43	FS	16	15:00 16:00	1	50	2023	Qtr 2	April	1
ECUADOR-SRF-01/05/2023	1/5/2023 0:00	ECUADOR	ECUADOR-SRF	SRF	A	23	8	-57	-97	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	25,81 %	74,19 %	462	5,75	31	FS	10	17:00 18:00	1	50	2023	Qtr 2	May	1
PERU-AEP-01/05/2023	2/5/2023 0:00	PERU	PERU-AEP	AEP	A	10	36	-30	-50	40	60	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	2	78,26 %	21,74 %	362	5,00	46	FC	6	13:00 14:00	1	50	2023	Qtr 2	May	1
ECUADOR-6DI-01/05/2023	3/5/2023 0:00	ECUADOR	ECUADOR-6DI	6DI	A	43	12	-37	-77	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	21,82 %	78,18 %	277	10,75	55	FS	6	13:00 14:00	1	50	2023	Qtr 2	May	1
ECUADOR-GYA-01/05/2023	3/5/2023 0:00	ECUADOR	ECUADOR-GYA	GYA	A	27	3	-33	-63	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	10,00 %	90,00 %	517	9,00	30	MS	13	20:00 21:00	1	50	2023	Qtr 2	May	1
COLOMBIA-C43-01/05/2023	4/5/2023 0:00	COLOMBIA	COLOMBIA-C43	C43	A	20	6	-100	-160	120	180	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	23,08 %	76,92 %	640	3,33	26	FS	11	18:00 19:00	1	50	2023	Qtr 2	May	1
ECUADOR-DUR-01/05/2023	4/5/2023 0:00	ECUADOR	ECUADOR-DUR	DUR	A	19	5	-41	-71	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	20,83 %	79,17 %	451	6,33	24	FS	12	19:00 20:00	1	50	2023	Qtr 2	May	1
ECUADOR-MEC-01/05/2023	6/5/2023 0:00	ECUADOR	ECUADOR-MEC	MEC	A	49	18	9	-11	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	26,87 %	73,13 %	426	24,50	67	FC	12	19:00 20:00	1	50	2023	Qtr 2	May	1
ECUADOR-VTC-01/05/2023	6/5/2023 0:00	ECUADOR	ECUADOR-VTC	VTC	A	8	11	-72	-112	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	57,89 %	42,11 %	603	2,00	19	FS	16	23:00 00:00	1	50	2023	Qtr 2	May	1
PERU-SM1-01/05/2023	6/5/2023 0:00	PERU	PERU-SM1	SM1	A	43	18	3	-17	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	29,51 %	70,49 %	379	21,50	61	FC	9	16:00 17:00	1	50	2023	Qtr 2	May	1
PERU-PUR-01/05/2023	7/5/2023 0:00	PERU	PERU-PUR	PUR	A	37	9	-23	-53	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	19,57 %	80,43 %	335	12,33	46	FC	7	14:00 15:00	1	50	2023	Qtr 2	May	1
URUGUAY-ITL-01/05/2023	7/5/2023 0:00	URUGUAY	URUGUAY-ITL	ITL	A	35	10	-45	-85	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	22,22 %	77,78 %	364	8,75	45	FS	17	16:00 17:00	1	50	2023	Qtr 2	May	1
URUGUAY-LPS-01/05/2023	7/5/2023 0:00	URUGUAY	URUGUAY-LPS	LPS	A	40	14	-20	-50	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	25,93 %	74,07 %	421	13,33	54	MS	18	17:00 18:00	1	50	2023	Qtr 2	May	1
URUGUAY-MS2-01/05/2023	7/5/2023 0:00	URUGUAY	URUGUAY-MS2	MS2	A	66	13	-14	-54	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	16,46 %	83,54 %	261	16,50	79	FC	18	17:00 18:00	1	50	2023	Qtr 2	May	1
URUGUAY-MSC-01/05/2023	7/5/2023 0:00	URUGUAY	URUGUAY-MSC	MSC	A	76	10	-164	-284	240	360	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	12	11,63 %	88,37 %	474	6,33	86	FS	18	17:00 18:00	1	50	2023	Qtr 2	May	1
URUGUAY-PC2-01/05/2023	7/5/2023 0:00	URUGUAY	URUGUAY-PC2	PC2	A	39	20	-41	-81	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	33,90 %	66,10 %	408	9,75	59	FC	22	21:00 22:00	1	50	2023	Qtr 2	May	1
URUGUAY-JBO-01/05/2023	9/5/2023 0:00	URUGUAY	URUGUAY-JBO	JBO	A	31	25	-89	-149	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	44,64 %	55,36 %	398	5,17	56	FS	13	12:00 13:00	1	50	2023	Qtr 2	May	1
PERU-SJL-01/05/2023	10/5/2023 0:00	PERU	PERU-SJL	SJL	A	26	34	-54	-94	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	56,67 %	43,33 %	427	6,50	60	IS	13	20:00 21:00	1	50	2023	Qtr 2	May	1
COLOMBIA-P93-01/05/2023	12/5/2023 0:00	COLOMBIA	COLOMBIA-P93	P93	A	54	5	-106	-186	160	240	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	8	8,47 %	91,53 %	284	6,75	59	FS	12	19:00 20:00	1	50	2023	Qtr 2	May	1
ECUADOR-SUR-01/05/2023	12/5/2023 0:00	ECUADOR	ECUADOR-SUR	SUR	A	25	7	-55	-95	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	21,88 %	78,13 %	430	6,25	32	FS	14	21:00 22:00	1	50	2023	Qtr 2	May	1
URUGUAY-CON-01/05/2023	12/5/2023 0:00	URUGUAY	URUGUAY-CON	CON	A	29	9	-51	-91	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	23,68 %	76,32 %	564	7,25	38	FS	14	13:00 14:00	1	50	2023	Qtr 2	May	1
URUGUAY-MSC-01/05/2023	13/5/2023 00:00	URUGUAY	URUGUAY-MSC	MSC	A	113	9	-127	-247	240	360	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	12	7,38 %	92,62 %	50	9,42	122	FS	15	14:00 15:00	1	4	2023	Qtr 2	May	1
URUGUAY-PAM-01/05/2023	13/5/2023 00:00	URUGUAY	URUGUAY-PAM	PAM	A	45	11	-75	-135	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	19,64 %	80,36 %	623	7,50	56	IS	17	16:00 17:00	1	50	2023	Qtr 2	May	1
URUGUAY-TRC-01/05/2023	13/5/2023 00:00	URUGUAY	URUGUAY-TRC	TRC	A	89	45	-91	-181	180	270	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	9	33,58 %	66,42 %	422	9,89	134	MS	17	16:00 17:00	1	50	2023	Qtr 2	May	1
COLOMBIA-ROO-01/05/2023	14/5/2023 00:00	COLOMBIA	COLOMBIA-ROO	ROO	A	41	2	-79	-139	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	4,65 %	95,35 %	607	6,83	43	FS	14	21:00 22:00	1	50	2023	Qtr 2	May	1
PERU-PLN-01/05/2023	14/5/2023 00:00	PERU	PERU-PLN	PLN	A	39	18	-1	-21	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	31,58 %	68,42 %	462	19,50	57	FC	9	16:00 17:00	1	50	2023	Qtr 2	May	1
ECUADOR-ORE-01/05/2023	16/5/2023 00:00	ECUADOR	ECUADOR-ORE	ORE	A	41	19	-79	-139	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	31,67 %	68,33 %	600	6,83	60	FS	6	13:00 14:00	1	50	2023	Qtr 2	May	1
PERU-JO1-01/05/2023	16/5/2023 00:00	PERU	PERU-JO1	JO1	A	75	12	-105	-195	180	270	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	9	13,79 %	86,21 %	257	8,33	87	MS	5	12:00 13:00	1	50	2023	Qtr 2	May	1
PERU-PAC-01/05/2023	16/5/2023 00:00	PERU	PERU-PAC	PAC	A	61	21	-19	-59	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	25,61 %	74,39 %	384	15,25	82	IS	13	20:00 21:00	1	50	2023	Qtr 2	May	1
COLOMBIA-ANT-01/05/2023	20/5/2023 00:00	COLOMBIA	COLOMBIA-ANT	ANT	A	21	12	-39	-69	60	90	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	3	36,36 %	63,64 %	396	7,00	33	MS	6	13:00 14:00	1	50	2023	Qtr 2	May	1
COLOMBIA-SAL-01/05/2023	20/5/2023 00:00	COLOMBIA	COLOMBIA-SAL	SAL	A	18	0	-22	-42	40	60	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	0,00 %	100,00 %	454	9,00	18	FC	5	12:00 13:00	1	50	2023	Qtr 2	May	1
URUGUAY-RIV-01/05/2023	20/5/2023 00:00	URUGUAY	URUGUAY-RIV	RIV	A	23	2	-57	-97	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	8,00 %	92,00 %	636	5,75	25	FS	17	16:00 17:00	1	50	2023	Qtr 2	May	1
COLOMBIA-C53-01/05/2023	21/5/2023 00:00	COLOMBIA	COLOMBIA-C53	C53	A	20	4	-60	-100	80	120	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	16,67 %	83,33 %	551	5,00	24	FS	16	23:00 00:00	1	50	2023	Qtr 2	May	1
ECUADOR-AUR-01/05/2023	21/5/2023 00:00	ECUADOR	ECUADOR-AUR	AUR	A	38	9	-42	-82	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	19,15 %	80,85 %	487	9,50	47	FS	7	14:00 15:00	1	50	2023	Qtr 2	May	1
ECUADOR-PRT-01/05/2023	21/5/2023 00:00	ECUADOR	ECUADOR-PRT	PRT	A	44	5	4	-16	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	10,20 %	89,80 %	496	22,00	49	FC	9	16:00 17:00	1	50	2023	Qtr 2	May	1
URUGUAY-CUS-01/05/2023	21/5/2023 00:00	URUGUAY	URUGUAY-CUS	CUS	A	35	21	-85	-145	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	37,50 %	62,50 %	443	5,83	56	MS	22	21:00 22:00	1	50	2023	Qtr 2	May	1
URUGUAY-RIV-01/05/2023	21/5/2023 00:00	URUGUAY	URUGUAY-RIV	RIV	A	42	7	-38	-78	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	14,29 %	85,71 %	50	10,50	49	FS	20	19:00 20:00	1	2	2023	Qtr 2	May	1
COLOMBIA-ELE-01/05/2023	22/5/2023 00:00	COLOMBIA	COLOMBIA-ELE	ELE	A	17	14	-103	-163	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	45,16 %	54,84 %	408	2,83	31	MS	10	17:00 18:00	1	50	2023	Qtr 2	May	1
COLOMBIA-ENV-01/05/2023	22/5/2023 00:00	COLOMBIA	COLOMBIA-ENV	ENV	A	35	5	-5	-25	40	60	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	12,50 %	87,50 %	550	17,50	40	MS	6	13:00 14:00	1	50	2023	Qtr 2	May	1
COLOMBIA-PLF-01/05/2023	22/5/2023 00:00	COLOMBIA	COLOMBIA-PLF	PLF	A	15	3	-45	-75	60	90	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	16,67 %	83,33 %	498	5,00	18	FC	8	15:00 16:00	1	50	2023	Qtr 2	May	1
URUGUAY-AIC-01/05/2023	22/5/2023 00:00	URUGUAY	URUGUAY-AIC	AIC	A	20	13	-60	-100	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	39,39 %	60,61 %	585	5,00	33	MS	9	08:00 09:00	1	50	2023	Qtr 2	May	1
ECUADOR-MSO-01/05/2023	26/5/2023 00:00	ECUADOR	ECUADOR-MSO	MSO	A	67	8	-13	-53	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	10,67 %	89,33 %	648	16,75	75	MS	8	15:00 16:00	1	50	2023	Qtr 2	May	1
ECUADOR-SMR-01/05/2023	26/5/2023 00:00	ECUADOR	ECUADOR-SMR	SMR	A	36	7	-84	-144	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	16,28 %	83,72 %	485	6,00	43	FS	12	19:00 20:00	1	50	2023	Qtr 2	May	1
PERU-MDS-01/05/2023	26/5/2023 00:00	PERU	PERU-MDS	MDS	A	59	9	-1	-31	60	90	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	13,24 %	86,76 %	363	19,67	68	FC	13	20:00 21:00	1	50	2023	Qtr 2	May	1
ECUADOR-ALB-01/05/2023	27/5/2023 00:00	ECUADOR	ECUADOR-ALB	ALB	A	22	19	-58	-98	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	46,34 %	53,66 %	477	5,50	41	FS	14	21:00 22:00	1	50	2023	Qtr 2	May	1
URUGUAY-GNT-01/05/2023	27/5/2023 00:00	URUGUAY	URUGUAY-GNT	GNT	A	36	6	-44	-84	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	14,29 %	85,71 %	378	9,00	42	MS	13	12:00 13:00	1	50	2023	Qtr 2	May	1
URUGUAY-PCS-01/05/2023	27/5/2023 00:00	URUGUAY	URUGUAY-PCS	PCS	A	45	19	-35	-75	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	29,69 %	70,31 %	397	11,25	64	FC	17	16:00 17:00	1	50	2023	Qtr 2	May	1
URUGUAY-PRO-01/05/2023	27/5/2023 00:00	URUGUAY	URUGUAY-PRO	PRO	A	51	10	-69	-129	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	16,39 %	83,61 %	795	8,50	61	FS	15	14:00 15:00	1	50	2023	Qtr 2	May	1
PERU-PLN-01/05/2023	28/5/2023 00:00	PERU	PERU-PLN	PLN	A	79	7	39	19	40	60	6.Mas de 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	8,14 %	91,86 %	50	39,50	86	FC	12	19:00 20:00	1	2	2023	Qtr 2	May	1
URUGUAY-NC2-01/05/2023	28/5/2023 00:00	URUGUAY	URUGUAY-NC2	NC2	A	59	27	-21	-61	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	31,40 %	68,60 %	474	14,75	86	MS	21	20:00 21:00	1	50	2023	Qtr 2	May	1
URUGUAY-PDC-01/05/2023	28/5/2023 00:00	URUGUAY	URUGUAY-PDC	PDC	A	39	17	-81	-141	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	30,36 %	69,64 %	514	6,50	56	FS	22	21:00 22:00	1	50	2023	Qtr 2	May	1
COLOMBIA-125-01/05/2023	31/5/2023 00:00	COLOMBIA	COLOMBIA-125	125	A	43	11	-37	-77	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	20,37 %	79,63 %	390	10,75	54	FS	5	12:00 13:00	1	50	2023	Qtr 2	May	1
COLOMBIA-ATL-01/05/2023	31/5/2023 00:00	COLOMBIA	COLOMBIA-ATL	ATL	A	25	2	-55	-95	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	7,41 %	92,59 %	472	6,25	27	FS	13	20:00 21:00	1	50	2023	Qtr 2	May	1
ECUADOR-PRT-01/06/2023	1/6/2023 0:00	ECUADOR	ECUADOR-PRT	PRT	A	51	34	11	-9	40	60	Between 20 and 30 GCs	2	with GCs and Screens	Locales falta NGK	2	40,00 %	60,00 %	50	25,50	85	FC	6	13:00 14:00	1	8	2023	Qtr 2	June	1
COLOMBIA-ATL-01/06/2023	2/6/2023 0:00	COLOMBIA	COLOMBIA-ATL	ATL	A	23	3	-57	-97	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	11,54 %	88,46 %	503	5,75	26	FS	14	21:00 22:00	1	50	2023	Qtr 2	June	1
COLOMBIA-ELE-01/06/2023	2/6/2023 0:00	COLOMBIA	COLOMBIA-ELE	ELE	A	21	10	-99	-159	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	32,26 %	67,74 %	425	3,50	31	MS	11	18:00 19:00	1	50	2023	Qtr 2	June	1
COLOMBIA-P93-01/06/2023	2/6/2023 0:00	COLOMBIA	COLOMBIA-P93	P93	A	50	3	-110	-190	160	240	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	8	5,66 %	94,34 %	415	6,25	53	FS	16	23:00 00:00	1	50	2023	Qtr 2	June	1
ECUADOR-SUR-01/06/2023	2/6/2023 0:00	ECUADOR	ECUADOR-SUR	SUR	A	31	3	-49	-89	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	8,82 %	91,18 %	341	7,75	34	FS	11	18:00 19:00	1	50	2023	Qtr 2	June	1
ECUADOR-VTC-01/06/2023	2/6/2023 0:00	ECUADOR	ECUADOR-VTC	VTC	A	8	13	-72	-112	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	61,90 %	38,10 %	416	2,00	21	FS	15	22:00 23:00	1	50	2023	Qtr 2	June	1
PERU-PAC-01/06/2023	2/6/2023 0:00	PERU	PERU-PAC	PAC	A	43	38	-37	-77	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	46,91 %	53,09 %	412	10,75	81	IS	14	21:00 22:00	1	50	2023	Qtr 2	June	1
ECUADOR-SRF-01/06/2023	3/6/2023 0:00	ECUADOR	ECUADOR-SRF	SRF	A	26	10	-54	-94	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	27,78 %	72,22 %	233	6,50	36	FS	7	14:00 15:00	1	50	2023	Qtr 2	June	1
URUGUAY-PC2-01/06/2023	3/6/2023 0:00	URUGUAY	URUGUAY-PC2	PC2	A	44	20	-36	-76	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	31,25 %	68,75 %	294	11,00	64	FC	19	18:00 19:00	1	50	2023	Qtr 2	June	1
URUGUAY-PRO-01/06/2023	3/6/2023 0:00	URUGUAY	URUGUAY-PRO	PRO	A	107	20	-13	-73	120	180	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	15,75 %	84,25 %	50	17,83	127	FS	6	05:00 06:00	1	3	2023	Qtr 2	June	1
COLOMBIA-C43-01/06/2023	4/6/2023 0:00	COLOMBIA	COLOMBIA-C43	C43	A	23	8	-97	-157	120	180	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	25,81 %	74,19 %	399	3,83	31	FS	10	17:00 18:00	1	50	2023	Qtr 2	June	1
ECUADOR-ALB-01/06/2023	4/6/2023 0:00	ECUADOR	ECUADOR-ALB	ALB	A	43	17	-37	-77	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	28,33 %	71,67 %	50	10,75	60	FS	12	19:00 20:00	1	12	2023	Qtr 2	June	1
URUGUAY-CON-01/06/2023	4/6/2023 0:00	URUGUAY	URUGUAY-CON	CON	A	21	24	-59	-99	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	53,33 %	46,67 %	366	5,25	45	FS	16	15:00 16:00	1	50	2023	Qtr 2	June	1
URUGUAY-PRO-01/06/2023	4/6/2023 0:00	URUGUAY	URUGUAY-PRO	PRO	A	44	16	-76	-136	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	26,67 %	73,33 %	816	7,33	60	FS	18	17:00 18:00	1	50	2023	Qtr 2	June	1
COLOMBIA-125-01/06/2023	8/6/2023 0:00	COLOMBIA	COLOMBIA-125	125	A	61	11	-19	-59	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	15,28 %	84,72 %	50	15,25	72	FS	5	12:00 13:00	1	8	2023	Qtr 2	June	1
URUGUAY-MSC-01/06/2023	9/6/2023 0:00	URUGUAY	URUGUAY-MSC	MSC	A	74	21	-166	-286	240	360	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	12	22,11 %	77,89 %	298	6,17	95	FS	14	13:00 14:00	1	50	2023	Qtr 2	June	1
URUGUAY-PDC-01/06/2023	9/6/2023 0:00	URUGUAY	URUGUAY-PDC	PDC	A	44	20	-76	-136	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	31,25 %	68,75 %	328	7,33	64	FS	21	20:00 21:00	1	50	2023	Qtr 2	June	1
COLOMBIA-ANT-01/06/2023	10/6/2023 0:00	COLOMBIA	COLOMBIA-ANT	ANT	A	31	3	-29	-59	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	8,82 %	91,18 %	361	10,33	34	MS	10	17:00 18:00	1	50	2023	Qtr 2	June	1
URUGUAY-GNT-01/06/2023	10/6/2023 0:00	URUGUAY	URUGUAY-GNT	GNT	A	39	11	-41	-81	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	22,00 %	78,00 %	222	9,75	50	MS	17	16:00 17:00	1	50	2023	Qtr 2	June	1
URUGUAY-LPS-01/06/2023	10/6/2023 0:00	URUGUAY	URUGUAY-LPS	LPS	A	49	10	-11	-41	60	90	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	16,95 %	83,05 %	306	16,33	59	MS	21	20:00 21:00	1	50	2023	Qtr 2	June	1
